Time,Speed,Throttle,Brake,Steering,GPS_X,GPS_Y
0.0,1.5883782264242114,100.0,0.0,1.128522152220211,0.0,0.0
0.1,-1.2409880151214656,100.0,0.0,0.144192284231094,0.9915792891050772,0.0
0.2,3.4236639609597206,100.0,0.0,-1.1152586003599587,1.9831585782101544,0.0
0.30000000000000004,2.113864877904365,100.0,0.0,1.231046539183074,2.9747378673152314,0.0
0.4,3.395867198992895,100.0,0.0,-0.1546581562256208,3.966317156420309,0.0
0.5,5.01858885497463,100.0,0.0,-0.5983871012503462,4.957896445525386,0.0
0.6000000000000001,5.104162968572757,100.0,0.0,0.3489921381883841,5.949475734630463,0.0
0.7000000000000001,5.310912246596461,100.0,0.0,1.220589653969909,6.94105502373554,0.0
0.8,8.673160426342863,100.0,0.0,-0.828709914627151,7.932634312840618,0.0
0.9,10.03587721397944,100.0,0.0,-1.1110594956876685,8.924213601945695,0.0
1.0,11.952823707864805,100.0,0.0,-0.5242904614978636,9.915792891050772,0.0
1.1,12.250040344981425,100.0,0.0,-1.0934222724146283,10.90737218015585,0.0
1.2000000000000002,11.457092253012227,100.0,0.0,-1.6353352526615805,11.898951469260926,0.0
1.3,12.744346451780286,100.0,0.0,-1.6850210595190354,12.890530758366003,0.0
1.4000000000000001,15.20208560570915,100.0,0.0,0.6923291877175491,13.88211004747108,0.0
1.5,17.107780301476776,100.0,0.0,-2.3885653661141877,14.873689336576158,0.0
1.6,15.76256561419385,100.0,0.0,-0.7544102258306205,15.865268625681235,0.0
1.7000000000000002,16.82043646004523,100.0,0.0,-1.0531551027244046,16.85684791478631,0.0
1.8,19.574658318227115,100.0,0.0,1.7834811626242801,17.84842720389139,0.0
1.9000000000000001,21.482968110069887,100.0,0.0,0.44466347253923677,18.840006492996466,0.0
2.0,20.660868021689435,100.0,0.0,0.11861884961150393,19.831585782101545,0.0
2.1,20.17133578716899,100.0,0.0,0.5276899739722872,20.82316507120662,0.0
2.2,20.000349645641617,100.0,0.0,-1.6997637887504258,21.8147443603117,0.0
2.3000000000000003,22.500653766817134,100.0,0.0,-1.1453055100696332,22.806323649416775,0.0
2.4000000000000004,25.477719060018988,100.0,0.0,-0.584395904874379,23.79790293852185,0.0
2.5,24.15921554355353,100.0,0.0,0.9072817948036419,24.78948222762693,0.0
2.6,24.976537233132966,100.0,0.0,0.5344944311706197,25.781061516732006,0.0
2.7,25.86345495373039,100.0,0.0,0.051494329547820426,26.772640805837085,0.0
2.8000000000000003,27.465401091765443,100.0,0.0,0.5821075516753508,27.76422009494216,0.0
2.9000000000000004,29.86669019455443,100.0,0.0,-0.8083334921301004,28.75579938404724,0.0
3.0,30.124574649950148,100.0,0.0,-0.08592203010436669,29.747378673152316,0.0
3.1,26.526617379869396,100.0,0.0,0.3116709452730035,30.738957962257395,0.0
3.2,30.319725867805715,100.0,0.0,-1.032074107516669,31.73053725136247,0.0
